City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Zambezi,ZM,-13.5432,23.1047,64.87,92,100,2.55,overcast clouds
467,Kopong,BW,-24.4833,25.8833,69.8,100,75,3.44,light rain
468,Saint-Joseph,RE,-21.3667,55.6167,79.0,73,90,4.61,overcast clouds
469,Lebu,CL,-37.6167,-73.65,61.68,78,0,1.03,clear sky
470,Panjab,AF,34.388,67.0233,4.28,59,0,4.12,clear sky
471,San Joaquin,US,37.9333,-121.3011,57.2,44,1,6.91,clear sky
472,Portland,US,45.5234,-122.6762,45.0,87,90,9.22,overcast clouds
473,Ziezmariai,LT,54.8,24.45,19.4,68,90,5.75,light snow
474,Shenjiamen,CN,29.9576,122.298,51.46,87,97,9.98,overcast clouds
475,Torbay,CA,47.6666,-52.7314,41.0,100,1,11.5,light rain
476,Zurrieq,MT,35.8311,14.4742,59.0,88,0,9.22,clear sky
477,Kuytun,RU,54.3419,101.5036,5.7,93,98,9.91,overcast clouds
478,Homnabad,IN,17.7667,77.1333,60.85,54,0,6.35,clear sky
479,Kathmandu,NP,27.7167,85.3167,41.0,87,20,3.44,mist
480,Goderich,CA,43.7501,-81.7165,30.2,59,100,18.41,overcast clouds
481,Naze,JP,28.3667,129.4833,64.4,59,20,3.44,few clouds
482,Nelson Bay,AU,-32.7167,152.15,84.99,51,20,12.66,few clouds
483,Yalvac,TR,38.2956,31.1778,39.54,72,0,1.36,clear sky
484,Bend,US,44.0582,-121.3153,46.4,57,20,8.05,few clouds
485,Ukiah,US,39.1502,-123.2078,57.0,54,1,6.91,clear sky
486,Ola,RU,59.5833,151.2833,-3.08,84,87,15.41,overcast clouds
487,Vallenar,CL,-28.5708,-70.7581,66.81,59,100,1.43,overcast clouds
488,Kirakira,SB,-10.4544,161.9205,85.17,70,98,10.33,overcast clouds
489,Yerbogachen,RU,61.2767,108.0108,-25.31,86,88,1.21,overcast clouds
490,Sao Joao De Pirabas,BR,-0.7747,-47.1772,78.57,86,100,6.98,overcast clouds
491,Filingue,NE,14.3521,3.3168,72.18,20,0,10.71,clear sky
492,Otane,NZ,-39.8833,176.6333,61.0,69,97,1.99,overcast clouds
493,Pak Phanang,TH,8.3511,100.202,77.0,94,20,2.3,few clouds
494,Andenes,NO,69.3143,16.1194,35.6,69,100,23.02,overcast clouds
495,Lakes Entrance,AU,-37.8811,147.981,82.99,54,100,9.84,light rain
496,Walvis Bay,NA,-22.9575,14.5053,66.0,82,0,5.75,clear sky
497,Inta,RU,66.0317,60.1659,-6.56,90,55,12.35,broken clouds
498,Santa Ana Huista,GT,15.6833,-91.8167,71.6,33,0,4.61,clear sky
499,Fairbanks,US,64.8378,-147.7164,-16.01,69,20,1.81,few clouds
500,Caravelas,BR,-17.7125,-39.2481,77.27,82,0,7.11,clear sky
501,Saint-Philippe,RE,-21.3585,55.7679,79.0,73,90,4.61,light rain
502,Paris,FR,48.8534,2.3488,46.4,100,100,3.44,mist
503,Sabzevar,IR,36.2126,57.6819,41.77,57,23,2.59,few clouds
504,Taltal,CL,-25.4,-70.4833,64.74,77,26,3.15,scattered clouds
505,Prieska,ZA,-29.6641,22.7474,75.0,21,0,3.67,clear sky
506,Necochea,AR,-38.5473,-58.7368,57.99,85,0,4.61,clear sky
507,Jiuquan,CN,39.7432,98.5174,23.65,71,0,2.37,clear sky
508,Swan River,CA,52.1058,-101.2676,5.0,66,100,4.61,overcast clouds
509,Trinidad,BO,-14.8333,-64.9,74.75,94,100,3.85,overcast clouds
510,Port Blair,IN,11.6667,92.75,79.27,79,0,10.76,clear sky
511,Westport,US,41.1415,-73.3579,36.0,75,1,4.61,clear sky
512,Dolores,AR,-36.3132,-57.6792,61.03,68,0,10.38,clear sky
513,Qandala,SO,11.472,49.8728,70.93,70,0,4.74,clear sky
514,Smithers,CA,54.7804,-127.1743,24.8,93,90,2.3,snow
515,Wattegama,LK,6.7989,81.4808,69.8,100,20,3.44,few clouds
516,Kargopol,RU,61.5071,38.9456,5.58,94,99,6.96,overcast clouds
517,Kaeo,NZ,-35.1,173.7833,70.5,64,99,6.35,overcast clouds
518,Zaplavnoye,RU,48.7048,45.0229,44.6,81,75,13.42,broken clouds
519,Uruzgan,AF,32.8333,66.0,35.78,70,0,6.73,clear sky
520,San Ramon,US,37.7799,-121.978,60.01,35,1,8.05,clear sky
521,Waslala,NI,13.2333,-85.3833,68.23,81,76,1.54,broken clouds
522,Araouane,ML,18.9048,-3.5265,74.57,15,99,8.12,overcast clouds
523,Galbshtadt,RU,53.2264,78.9845,9.66,93,100,5.19,overcast clouds
524,Pareora,NZ,-44.4871,171.2132,64.99,54,98,8.99,overcast clouds
525,Syumsi,RU,57.1111,51.6149,32.85,97,100,6.29,snow
526,Mayumba,GA,-3.432,10.6554,79.43,86,100,5.48,light rain
527,Springbok,ZA,-29.6643,17.8865,58.14,61,0,2.37,clear sky
528,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,77.72,58,98,6.11,overcast clouds
529,Grenville,GD,12.1167,-61.6167,78.8,83,20,13.8,few clouds
530,Aparan,AM,40.5932,44.3589,33.8,93,40,2.3,mist
531,Cam Ranh,VN,11.9214,109.1591,77.0,65,20,10.36,few clouds
532,Padang,ID,-0.9492,100.3543,77.0,88,20,2.3,few clouds
533,Diego De Almagro,CL,-26.3667,-70.05,61.61,47,0,1.43,clear sky
534,Mogadouro,PT,41.3403,-6.7119,42.01,96,100,1.05,overcast clouds
535,Sabya,SA,17.1495,42.6254,73.4,73,0,9.22,clear sky
536,Usinsk,RU,65.9939,57.5281,-5.31,91,100,16.2,overcast clouds
537,Manadhoo,MV,5.7667,73.3833,81.34,68,100,5.35,overcast clouds
538,Antofagasta,CL,-23.65,-70.4,66.2,77,20,10.36,few clouds
539,Kununurra,AU,-15.7667,128.7333,87.8,79,40,8.05,scattered clouds
540,Ewa Beach,US,21.3156,-158.0072,75.2,53,20,13.8,few clouds
541,Oranjemund,NA,-28.55,16.4333,62.2,93,61,11.48,broken clouds
542,Baruun-Urt,MN,46.6806,113.2792,8.19,92,56,6.91,broken clouds
543,Marzuq,YE,14.4,46.4667,54.91,63,0,3.27,clear sky
544,Harindanga,IN,22.0383,88.3214,57.2,88,0,4.18,mist
545,Rio Gallegos,AR,-51.6226,-69.2181,62.6,39,0,25.32,clear sky
546,Rawah,IQ,34.4816,41.9093,53.26,87,66,14.92,broken clouds
547,Ormara,PK,25.2088,64.6357,68.02,33,0,6.35,clear sky
548,Brae,GB,60.3964,-1.353,35.6,60,75,16.11,broken clouds
549,Chisindia,RO,46.2833,22.1,37.4,87,0,2.3,clear sky
550,Bandarbeyla,SO,9.4942,50.8122,70.84,69,24,11.34,few clouds
551,Wanning,CN,18.8003,110.3967,69.82,79,32,5.39,scattered clouds
552,Beyneu,KZ,45.3167,55.2,42.21,76,70,9.75,broken clouds
553,Maxixe,MZ,-23.8597,35.3472,79.41,87,11,2.93,few clouds
554,Bafq,IR,31.6128,55.4107,49.91,39,0,4.18,clear sky
555,Avera,US,33.194,-82.5271,51.8,37,75,4.61,broken clouds
556,Tyukhtet,RU,56.5389,89.3011,4.87,94,97,6.91,overcast clouds
557,Sabang,ID,5.8933,95.3214,81.37,77,0,22.26,clear sky
558,Sudbury,CA,46.49,-80.99,26.6,54,75,9.22,broken clouds
559,Flagstaff,US,35.1981,-111.6513,37.99,44,1,3.44,clear sky
560,Tirlyanskiy,RU,54.2109,58.5806,35.13,92,100,4.36,light snow
561,Brunswick,US,41.2381,-81.8418,35.01,91,100,11.99,snow
562,Funtua,NG,11.5233,7.3081,66.33,25,0,11.56,clear sky
563,Maragogi,BR,-9.0122,-35.2225,78.26,82,8,9.51,clear sky
564,Ballangen,NO,68.3428,16.8315,23.0,93,75,2.3,broken clouds
565,Hingorja,PK,27.2109,68.416,48.2,71,0,1.74,haze
566,Santa Cruz De La Palma,ES,28.6835,-17.7642,59.0,55,40,6.91,scattered clouds
567,Ayagoz,KZ,47.9714,80.4392,17.2,95,100,7.72,overcast clouds
568,Iberia,US,29.9502,-91.7507,66.0,88,90,10.36,overcast clouds
569,Ipixuna,BR,-1.7625,-48.8043,77.0,94,75,8.05,broken clouds
570,Lavrentiya,RU,65.5833,-171.0,-7.65,88,100,20.0,overcast clouds
571,Mahajanga,MG,-15.7167,46.3167,75.2,94,40,5.75,scattered clouds
572,Bequimao,BR,-2.4489,-44.7825,80.6,83,0,9.22,clear sky
573,Katobu,ID,-4.9408,122.5276,81.3,83,100,4.97,overcast clouds
574,Kudligi,IN,14.9,76.3833,63.63,70,0,10.25,clear sky
575,Capreol,CA,46.706,-80.9225,26.6,54,75,9.22,broken clouds
576,Cayenne,GF,4.9333,-52.3333,77.0,94,75,6.91,broken clouds
577,Lashio,MM,22.9333,97.75,52.12,58,0,1.41,clear sky
578,Minot,US,48.2325,-101.2963,3.99,72,1,18.41,clear sky
579,Keelung,TW,25.1283,121.7419,71.6,73,20,11.5,few clouds
580,Kalakamati,BW,-20.5929,27.3121,68.29,82,100,5.5,overcast clouds
581,Dombarovskiy,RU,50.7587,59.5386,35.28,98,100,12.01,overcast clouds
582,Baykit,RU,61.67,96.37,-2.47,88,100,2.86,overcast clouds
583,Zyryanskoye,RU,56.8306,86.6258,2.75,93,97,7.56,overcast clouds
584,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,80.42,65,62,14.41,broken clouds
585,Ramos Arizpe,MX,25.55,-100.9667,75.2,27,1,3.42,clear sky
586,Kabinda,CD,-6.1333,24.4833,65.98,83,87,2.53,overcast clouds
587,Komsomolskiy,UZ,40.4272,71.7189,32.0,64,0,6.91,clear sky
588,Abilene,US,32.4487,-99.7331,51.8,43,1,6.91,clear sky
589,Limulunga,ZM,-15.0969,23.1376,66.76,94,73,6.24,moderate rain
590,Soroti,UG,1.7146,33.6111,69.19,72,0,3.69,clear sky
591,Sao Francisco,BR,-15.9486,-44.8644,74.55,76,79,2.26,broken clouds
592,Cabedelo,BR,-6.9811,-34.8339,78.8,83,0,5.75,clear sky
593,San Cristobal,VE,7.7669,-72.225,82.4,65,40,2.3,scattered clouds
594,Kiama,AU,-34.6833,150.8667,82.99,71,10,5.01,clear sky
595,Quatre Cocos,MU,-20.2078,57.7625,79.0,78,20,6.91,few clouds
596,Durazno,UY,-33.4131,-56.5006,62.73,73,0,9.86,clear sky
597,Lauria,IT,40.0465,15.8358,46.99,98,100,1.74,overcast clouds
598,Kupino,RU,54.3663,77.2981,6.35,92,100,5.77,overcast clouds
599,Seybaplaya,MX,19.65,-90.6667,75.2,57,1,5.75,clear sky
600,Sisimiut,GL,66.9395,-53.6735,6.04,75,100,13.51,overcast clouds
601,Mao,ES,39.8885,4.2658,51.8,93,20,5.75,few clouds
602,Saint-Augustin,CA,51.226,-58.6502,34.65,97,100,11.25,light rain
603,Shetpe,KZ,44.1667,52.1167,41.99,80,80,12.03,broken clouds
604,The Valley,AI,18.217,-63.0578,79.0,78,20,9.22,few clouds
605,Tuntum,BR,-5.2581,-44.6489,74.91,92,100,1.99,overcast clouds
606,Amapa,BR,1.0,-52.0,72.48,97,100,4.43,overcast clouds
607,Volda,NO,62.1476,6.0741,16.0,70,0,5.99,clear sky
608,Puerto Leguizamo,CO,-0.1934,-74.7819,73.69,94,99,1.95,moderate rain
609,Luancheng,CN,37.8792,114.6517,24.8,54,100,2.24,overcast clouds
610,Tres Arroyos,AR,-38.3739,-60.2798,59.43,76,0,6.44,clear sky
611,Aire-Sur-La-Lys,FR,50.6387,2.3988,46.0,100,100,1.01,overcast clouds
612,Fomboni,KM,-12.28,43.7425,83.05,70,100,3.96,overcast clouds
613,Lobito,AO,-12.3481,13.5456,74.3,82,9,3.22,clear sky
614,Bantry,IE,51.6833,-9.45,42.8,87,75,8.05,broken clouds
615,Sterling,US,39.0062,-77.4286,39.2,38,90,5.75,overcast clouds
616,Trelew,AR,-43.249,-65.3051,87.82,15,0,22.08,clear sky
617,Erenhot,CN,43.6475,111.9767,19.26,92,87,11.16,overcast clouds
618,Poronaysk,RU,49.2167,143.1167,-12.73,83,68,1.05,broken clouds
619,Puerto Ayacucho,VE,5.6639,-67.6236,81.23,73,100,0.85,overcast clouds
620,Lagos,NG,6.5833,3.75,79.74,86,0,2.91,clear sky
621,Tortoli,IT,39.9256,9.6572,55.0,65,61,1.86,broken clouds
622,Luena,AO,-11.7833,19.9167,61.38,95,67,2.75,broken clouds
623,Russkaya Polyana,UA,49.417,31.9201,26.67,95,100,21.54,overcast clouds
624,Minnedosa,CA,50.2453,-99.8436,3.2,72,90,16.11,snow
625,Mujiayingzi,CN,42.1167,118.7833,23.49,91,19,10.2,few clouds
626,Paka,MY,4.6374,103.4368,75.2,88,40,4.61,scattered clouds
627,Maridi,SS,4.9158,29.4742,79.75,26,100,3.74,overcast clouds
628,Samarkand,UZ,39.6542,66.9597,44.6,45,100,9.22,overcast clouds
629,Girua,BR,-28.0283,-54.3497,66.0,87,0,7.16,clear sky
630,Henties Bay,NA,-22.116,14.2845,66.0,84,9,1.01,clear sky
631,Tomaszow Lubelski,PL,50.4477,23.4162,30.99,89,68,4.72,broken clouds
632,Mount Darwin,ZW,-16.7725,31.5838,67.59,96,0,1.95,clear sky
633,Pandan,PH,14.0453,124.1694,78.04,86,98,18.59,overcast clouds
634,Ca Mau,VN,9.1769,105.15,78.64,71,21,8.01,few clouds
635,Guangyuan,CN,32.442,105.823,39.99,53,0,8.99,clear sky
636,Hambantota,LK,6.1241,81.1185,69.8,100,20,3.44,few clouds
637,Herat,AF,34.5,62.0,42.04,56,0,5.03,clear sky
638,Altea,ES,38.5989,-0.0514,54.0,85,100,1.01,overcast clouds
639,Burnie,AU,-41.0667,145.9167,68.0,97,100,8.01,light rain
640,Palo Alto,US,37.4419,-122.143,60.01,38,1,8.05,clear sky
641,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
642,Tutoia,BR,-2.7619,-42.2744,80.55,75,72,12.73,broken clouds
643,Santarem,BR,-2.4431,-54.7083,80.6,89,0,5.75,clear sky
644,Vyartsilya,RU,62.1764,30.693,3.7,91,96,8.84,overcast clouds
645,Baraboo,US,43.4711,-89.7443,25.0,93,90,16.11,light snow
646,Richards Bay,ZA,-28.783,32.0377,74.19,91,100,8.43,overcast clouds
647,Kingisepp,RU,59.3733,28.6134,10.87,95,85,5.12,overcast clouds
648,Colonia,DE,50.9333,6.95,45.0,81,20,5.75,few clouds
649,Juneau,US,58.3019,-134.4197,32.0,80,75,3.44,broken clouds
650,Leh,IN,34.1667,77.5833,6.78,62,100,3.2,overcast clouds
651,Sacama,EC,-3.9,-79.2667,52.88,100,100,1.95,light rain
652,Emerald,AU,-23.5333,148.1667,84.99,61,90,9.22,overcast clouds
653,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.99,71,0,1.99,clear sky
654,Parauna,BR,-16.9478,-50.4486,71.91,89,99,4.29,light rain
655,Bull Savanna,JM,17.8868,-77.5902,73.13,83,92,6.33,overcast clouds
656,Manhattan,US,40.7834,-73.9662,41.0,48,1,5.75,clear sky
657,Phek,IN,25.6667,94.5,39.49,100,6,1.97,clear sky
658,Sagar,IN,23.8333,78.7167,56.71,48,57,5.82,broken clouds
659,Kimbe,PG,-5.5502,150.1429,76.77,91,100,4.52,light rain
660,Buchanan,LR,5.8808,-10.0467,79.14,88,61,6.96,broken clouds
661,Lagoa,PT,39.05,-27.9833,54.75,72,91,20.74,overcast clouds
662,Omis,HR,43.4447,16.6886,51.8,87,0,3.44,clear sky
663,Cumbum,IN,9.7333,77.3,64.17,83,0,0.85,clear sky
664,Sampit,ID,-2.5333,112.95,76.87,92,100,2.66,light rain
665,Neuquen,AR,-38.9516,-68.0591,77.0,50,0,7.18,clear sky
666,Hirna,ET,9.2167,41.1,55.72,34,0,5.39,clear sky
667,Skibbereen,IE,51.55,-9.2667,42.8,87,75,8.05,broken clouds
668,Adre,TD,13.4667,22.2,61.47,30,0,21.83,clear sky
669,Mamontovo,RU,52.7055,81.6244,14.29,95,100,4.52,overcast clouds
670,Aklavik,CA,68.2191,-135.0107,-40.0,67,40,4.61,scattered clouds
671,Urengoy,RU,65.9667,78.3667,-22.38,87,89,6.91,overcast clouds
672,Darjiling,IN,27.0333,88.2667,38.52,84,0,5.53,clear sky
673,Awbari,LY,26.5921,12.7805,52.38,42,0,7.94,clear sky
674,Baghdad,IQ,33.3406,44.4009,59.0,63,90,9.22,overcast clouds
675,Semey,KZ,50.4111,80.2275,24.8,93,90,6.71,light snow
676,Esmeraldas,BR,-19.7625,-44.3139,80.6,69,40,3.44,scattered clouds
677,Pandaan,ID,-7.6527,112.6875,78.8,83,40,13.8,scattered clouds
678,Kudahuvadhoo,MV,2.6708,72.8944,81.45,75,100,17.47,overcast clouds
679,Vila,PT,42.0304,-8.1588,39.99,93,64,3.33,broken clouds
680,Midland,US,31.9974,-102.0779,55.4,35,1,10.36,clear sky
681,Acarau,BR,-2.8856,-40.12,78.48,80,100,12.82,overcast clouds
682,Tonneins,FR,44.3921,0.3124,51.01,93,75,1.14,mist
683,Mananara,MG,-16.1667,49.7667,75.07,90,17,3.67,light rain
684,Talara,PE,-4.5772,-81.2719,73.74,82,58,11.68,broken clouds
685,Champawat,IN,29.3333,80.1,39.13,100,99,5.44,overcast clouds
686,Waipawa,NZ,-41.4122,175.5153,61.0,77,90,19.57,overcast clouds
687,Verkhnevilyuysk,RU,63.4453,120.3167,-41.85,80,52,3.38,broken clouds
688,Akyab,MM,20.15,92.9,60.39,73,99,5.99,overcast clouds
689,Groningen,NL,53.25,6.75,35.6,100,90,10.36,mist
690,Gat,IL,31.61,34.7642,55.99,100,100,6.89,overcast clouds
691,Manavalakurichi,IN,8.1333,77.3,77.0,78,20,8.39,mist
692,Benguela,AO,-12.5763,13.4055,73.04,84,49,2.51,scattered clouds
693,La Asuncion,VE,11.0333,-63.8628,77.58,82,97,17.38,overcast clouds
694,Abu Kamal,SY,34.4506,40.9171,53.04,85,100,8.25,overcast clouds
695,Liling,CN,27.6667,113.5,48.2,100,75,8.95,light intensity drizzle
696,Chunoyar,RU,57.4467,97.3217,7.66,93,100,6.15,overcast clouds
697,Laguna,US,38.421,-121.4238,60.8,31,1,6.91,clear sky
698,Saint-Georges,GD,12.0564,-61.7485,78.8,83,20,13.8,few clouds
699,Independencia,BR,-5.3964,-40.3086,79.2,46,0,6.29,clear sky
700,Obo,CF,5.3998,26.4869,69.85,37,14,1.66,few clouds
701,Chapel Hill,US,35.9132,-79.0558,44.01,45,100,6.02,overcast clouds
